ID,Category
602,1
603,1
604,0
605,1
606,0
607,0
608,1
609,1
610,1
611,1
612,0
613,0
614,1
615,1
616,1
617,0
618,1
619,0
620,1
621,1
622,1
623,0
624,1
625,1
626,1
627,1
628,1
629,1
630,1
631,1
632,1
633,0
634,1
635,0
636,0
637,0
638,1
639,1
640,1
641,1
642,1
643,1
644,1
645,1
646,1
647,1
648,0
649,0
650,1
651,0
652,1
653,1
654,1
655,0
656,1
657,1
658,1
659,0
660,1
661,1
662,0
663,1
664,1
665,1
666,1
667,0
668,0
669,1
670,1
671,1
672,1
673,0
674,1
675,0
676,0
677,1
678,1
679,1
680,0
681,0
682,0
683,0
684,0
685,1
686,1
687,1
688,1
689,1
690,1
691,0
692,0
693,0
694,1
695,0
696,0
697,0
698,0
699,1
700,1
701,1
702,1
703,1
704,1
705,0
706,0
707,0
708,0
709,1
710,1
711,0
712,1
713,1
714,1
715,0
716,0
717,1
718,1
719,0
720,0
721,1
722,0
723,1
724,1
725,1
726,0
727,1
728,0
729,1
730,0
731,1
732,1
733,0
734,0
735,0
736,1
737,1
738,1
739,1
740,1
741,0
742,1
743,1
744,0
745,1
746,1
747,1
748,0
749,0
750,1
751,1
752,1
753,1
754,1
755,1
756,1
757,1
758,0
759,1
760,0
761,1
762,1
763,1
764,1
765,1
766,0
767,1
768,1
769,1
770,1
771,1
772,1
773,1
774,1
775,1
776,0
777,0
778,1
779,1
780,1
781,0
782,1
783,0
784,1
785,0
786,1
787,1
788,1
789,1
790,1
791,1
792,1
793,0
794,0
795,1
796,1
797,0
798,1
799,0
800,0
801,1
802,0
803,1
804,0
805,0
806,1
807,0
808,0
809,1
810,0
811,0
812,1
813,1
814,1
815,0
816,1
817,0
818,1
819,1
820,1
821,0
822,1
823,1
824,1
825,0
826,0
827,1
828,0
829,0
830,1
831,1
832,1
833,0
834,1
835,1
836,0
837,1
838,1
839,0
840,1
841,1
842,0
843,1
844,1
845,1
846,0
847,1
848,0
849,1
850,1
851,0
852,0
853,1
854,1
855,1
856,1
857,0
858,1
859,0
860,1
861,1
862,1
863,1
864,0
865,0
866,1
867,0
868,1
869,1
870,0
871,0
872,1
873,1
874,1
875,0
876,1
877,0
878,0
879,0
880,0
881,0
882,1
883,0
884,1
885,0
886,0
887,1
888,1
889,1
890,0
891,0
892,0
893,0
894,1
895,0
896,1
897,0
898,0
899,1
900,1
901,0
902,1
903,0
904,1
905,1
906,1
907,1
908,1
909,0
910,0
911,1
912,0
913,0
914,1
915,1
916,1
917,1
918,0
919,1
920,1
921,1
922,0
923,1
924,0
925,0
926,1
927,1
928,1
929,1
930,1
931,1
932,0
933,1
934,1
935,1
936,1
937,1
938,0
939,0
940,1
941,1
942,0
943,1
944,1
945,1
946,1
947,1
948,0
949,1
950,1
951,0
952,1
953,1
954,0
955,0
956,0
957,0
958,0
959,1
960,1
961,1
962,1
963,0
964,1
965,1
966,1
967,1
968,0
969,1
970,0
971,1
972,0
973,1
974,1
975,1
976,1
977,1
978,0
979,1
980,0
981,1
982,0
983,0
984,0
985,1
986,1
987,0
988,1
989,1
990,0
991,0
992,1
993,0
994,0
995,1
996,1
997,1
998,0
999,0
1000,0
1001,1
1002,1
1003,1
1004,0
1005,1
1006,1
1007,1
1008,1
1009,1
1010,1
1011,0
1012,1
1013,1
1014,1
1015,0
1016,0
1017,0
1018,1
1019,0
1020,0
1021,0
1022,1
1023,0
1024,1
1025,1
1026,1
1027,1
1028,1
1029,1
1030,1
1031,0
1032,0
1033,0
1034,0
1035,1
1036,0
1037,1
1038,1
1039,1
1040,0
1041,1
1042,1
1043,1
1044,0
1045,1
1046,1
1047,0
1048,1
1049,1
1050,1
1051,1
1052,1
1053,1
1054,0
1055,1
1056,1
1057,1
1058,1
1059,1
1060,0
1061,1
1062,1
1063,1
1064,0
1065,0
1066,1
1067,1
1068,1
1069,0
1070,0
1071,1
1072,0
1073,0
1074,1
1075,0
1076,0
1077,0
1078,1
1079,1
1080,1
1081,1
1082,1
1083,1
1084,1
1085,0
1086,1
1087,0
1088,1
1089,1
1090,0
1091,0
1092,0
1093,1
1094,1
1095,1
1096,0
1097,1
1098,0
1099,1
1100,0
1101,1
1102,1
1103,1
1104,1
1105,1
1106,0
1107,1
1108,1
1109,1
1110,1
1111,0
1112,1
1113,1
1114,0
1115,0
1116,0
1117,1
1118,1
1119,0
1120,1
1121,1
1122,1
1123,1
1124,0
1125,1
1126,1
1127,0
1128,1
1129,0
1130,1
1131,0
1132,0
1133,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
1140,1
1141,1
1142,0
1143,0
1144,1
1145,1
1146,0
1147,1
1148,1
1149,1
1150,1
1151,1
1152,1
1153,1
1154,1
1155,0
1156,1
1157,1
1158,1
1159,1
1160,1
1161,1
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,1
1169,1
1170,1
1171,1
1172,1
1173,1
1174,0
1175,1
1176,1
1177,0
1178,0
1179,0
1180,1
1181,0
1182,1
1183,1
1184,0
1185,1
1186,1
1187,1
1188,1
1189,0
1190,1
1191,1
1192,1
1193,1
1194,1
1195,1
1196,1
1197,0
1198,1
1199,0
1200,0
1201,0
1202,1
1203,0
1204,1
1205,1
1206,1
1207,0
1208,0
1209,0
1210,1
1211,1
1212,1
1213,0
1214,1
1215,1
1216,1
1217,0
1218,1
1219,1
1220,1
1221,0
1222,1
1223,1
1224,1
1225,0
1226,1
1227,1
1228,0
1229,1
1230,1
1231,1
1232,0
1233,1
1234,1
1235,0
1236,1
1237,0
1238,0
1239,0
1240,0
1241,1
1242,1
1243,1
1244,1
1245,1
1246,1
1247,1
1248,1
1249,1
1250,1
1251,1
1252,1
1253,0
1254,1
1255,0
1256,0
1257,1
1258,0
1259,1
1260,1
1261,1
1262,0
1263,1
1264,1
1265,1
1266,1
1267,1
1268,0
1269,1
1270,0
1271,1
1272,1
1273,0
1274,0
1275,1
1276,0
1277,1
1278,1
1279,0
1280,0
1281,1
1282,1
1283,1
1284,0
1285,1
1286,1
1287,1
1288,1
1289,1
1290,1
1291,1
1292,1
1293,1
1294,1
1295,0
1296,1
1297,1
1298,1
1299,0
1300,1
1301,0
1302,1
1303,1
1304,1
1305,1
1306,1
1307,1
1308,1
1309,0
1310,1
1311,1
1312,1
1313,0
1314,1
1315,1
1316,0
1317,1
1318,1
1319,1
1320,1
1321,1
1322,1
1323,1
1324,0
1325,1
1326,1
1327,0
1328,1
1329,0
1330,1
1331,0
1332,1
1333,0
1334,0
1335,0
1336,0
1337,0
1338,1
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,1
1347,1
1348,1
1349,1
1350,1
1351,0
1352,1
1353,0
1354,1
1355,1
1356,1
1357,1
1358,1
1359,0
1360,1
1361,1
1362,0
1363,0
1364,0
1365,1
1366,1
1367,0
1368,1
1369,1
1370,0
1371,1
1372,1
1373,0
1374,1
1375,0
1376,0
1377,1
1378,0
1379,1
1380,1
1381,0
1382,1
1383,1
1384,1
1385,1
1386,0
1387,1
1388,1
1389,1
1390,1
1391,1
1392,1
1393,0
1394,0
1395,1
1396,1
1397,1
1398,1
1399,1
1400,1
1401,0
1402,0
1403,1
1404,0
1405,1
1406,1
1407,0
1408,0
1409,1
1410,1
1411,1
1412,1
1413,1
1414,1
1415,0
1416,1
1417,0
1418,1
1419,1
1420,0
1421,1
1422,0
1423,1
1424,1
1425,1
1426,0
1427,0
1428,1
1429,1
1430,0
1431,1
1432,1
1433,1
1434,0
1435,0
1436,1
1437,0
1438,0
1439,1
1440,0
1441,0
1442,1
1443,0
1444,0
1445,1
1446,0
1447,1
1448,1
1449,1
1450,1
1451,1
1452,0
1453,1
1454,1
1455,1
1456,0
1457,1
1458,0
1459,1
1460,1
1461,1
1462,0
1463,1
1464,0
1465,1
1466,1
1467,1
1468,1
1469,1
1470,1
1471,1
1472,1
1473,1
1474,1
1475,1
1476,1
1477,1
1478,0
1479,1
1480,1
1481,1
1482,0
1483,0
1484,0
1485,1
1486,1
1487,1
1488,0
1489,1
1490,1
1491,0
1492,0
1493,0
1494,1
1495,1
1496,1
1497,0
1498,1
1499,1
1500,1
1501,1
1502,1
1503,1
1504,1
1505,0
1506,0
1507,0
1508,1
1509,1
1510,1
1511,0
1512,1
1513,1
1514,0
1515,1
1516,0
1517,0
1518,0
1519,0
1520,1
1521,1
1522,1
1523,0
1524,1
1525,1
1526,0
1527,1
1528,1
1529,1
1530,1
1531,1
1532,0
1533,1
1534,1
1535,0
1536,0
1537,1
1538,1
1539,1
1540,1
1541,1
1542,1
1543,1
1544,1
1545,0
1546,1
1547,1
1548,1
1549,0
1550,1
1551,1
1552,1
1553,1
1554,1
1555,1
1556,1
1557,0
1558,1
1559,1
1560,0
1561,0
1562,1
1563,1
1564,1
1565,1
1566,1
1567,1
1568,1
1569,1
1570,1
1571,1
1572,0
1573,1
1574,0
1575,1
1576,1
1577,1
1578,1
1579,1
1580,0
1581,1
1582,0
1583,1
1584,0
1585,1
1586,0
1587,1
1588,1
1589,1
1590,1
1591,1
1592,0
1593,0
1594,1
1595,0
1596,1
1597,1
1598,1
1599,1
1600,1
1601,0
1602,1
1603,0
1604,1
1605,1
1606,1
1607,1
1608,0
1609,0
1610,1
1611,1
1612,1
1613,1
1614,0
1615,0
1616,0
1617,1
1618,1
1619,0
1620,1
1621,1
1622,1
1623,1
1624,1
1625,1
1626,1
1627,1
1628,0
1629,1
1630,1
1631,0
1632,1
1633,1
1634,1
1635,0
1636,1
1637,1
1638,0
1639,1
1640,0
1641,0
1642,1
1643,0
1644,0
1645,1
1646,1
1647,0
1648,0
1649,1
1650,1
1651,0
1652,1
1653,1
1654,1
1655,1
1656,1
1657,1
1658,0
1659,0
1660,1
1661,1
1662,1
1663,0
1664,1
1665,1
1666,0
1667,1
1668,1
1669,0
1670,0
1671,1
1672,1
1673,0
1674,1
1675,0
1676,1
1677,1
1678,0
1679,0
1680,1
1681,1
1682,0
1683,1
1684,0
1685,0
1686,1
1687,1
1688,1
1689,1
1690,0
1691,0
1692,1
1693,1
1694,1
1695,1
1696,1
1697,0
1698,1
1699,0
1700,0
1701,0
1702,1
1703,1
1704,0
1705,0
1706,0
1707,0
1708,1
1709,1
1710,1
1711,0
1712,1
1713,1
1714,0
1715,1
1716,1
1717,1
1718,0
1719,0
1720,0
1721,0
1722,0
1723,0
1724,0
1725,1
1726,0
1727,1
1728,1
1729,1
1730,1
1731,1
1732,1
1733,1
1734,1
1735,1
1736,1
1737,1
1738,1
1739,1
1740,0
1741,1
1742,1
1743,1
1744,1
1745,0
1746,1
1747,1
1748,1
1749,1
1750,0
1751,1
1752,0
1753,0
1754,1
1755,1
1756,1
1757,1
1758,0
1759,1
1760,1
1761,1
1762,1
1763,0
1764,1
1765,1
1766,0
1767,1
1768,0
1769,1
1770,1
1771,1
1772,0
1773,1
1774,0
1775,1
1776,0
1777,1
1778,1
1779,1
1780,1
1781,1
1782,0
1783,1
1784,1
1785,1
1786,1
1787,0
1788,0
1789,0
1790,1
1791,0
1792,0
1793,1
1794,0
1795,0
1796,1
1797,0
1798,1
1799,1
1800,1
1801,1
1802,0
1803,1
1804,1
1805,1
1806,0
1807,0
1808,1
1809,1
1810,1
1811,1
1812,1
1813,1
1814,1
1815,1
1816,1
1817,1
1818,0
1819,1
1820,1
1821,0
1822,0
1823,0
1824,1
1825,1
1826,1
1827,1
1828,1
1829,1
1830,1
1831,1
1832,0
1833,1
1834,1
1835,1
1836,0
1837,0
1838,1
1839,0
1840,0
1841,1
1842,1
1843,1
1844,0
1845,1
1846,0
1847,1
1848,1
1849,1
1850,1
1851,1
1852,1
1853,0
1854,0
1855,0
1856,0
1857,1
1858,0
1859,1
1860,1
1861,1
1862,1
1863,1
1864,1
1865,1
1866,0
1867,1
1868,0
1869,1
1870,0
1871,1
1872,1
1873,1
1874,1
1875,0
1876,1
1877,0
1878,1
1879,1
1880,0
1881,1
1882,0
1883,0
1884,1
1885,0
1886,1
1887,0
1888,0
1889,1
1890,0
1891,1
1892,1
1893,0
1894,1
1895,1
1896,0
1897,1
1898,1
1899,0
1900,1
1901,1
1902,0
1903,1
1904,0
1905,1
1906,0
1907,1
1908,1
1909,0
1910,1
1911,1
1912,0
1913,0
1914,0
1915,1
1916,0
1917,0
1918,0
1919,1
1920,1
1921,0
1922,0
1923,1
1924,1
1925,0
1926,1
1927,1
1928,1
1929,1
1930,0
1931,1
1932,1
1933,1
1934,1
1935,1
1936,1
1937,1
1938,1
1939,1
1940,1
1941,1
1942,0
1943,0
1944,1
1945,0
1946,1
1947,1
1948,0
1949,1
1950,1
1951,1
1952,1
1953,1
1954,1
1955,0
1956,0
1957,0
1958,1
1959,1
1960,1
1961,1
1962,0
1963,1
1964,1
1965,1
1966,0
1967,1
1968,1
1969,1
1970,1
1971,1
1972,0
1973,1
1974,0
1975,0
1976,1
1977,1
1978,1
1979,0
1980,1
1981,1
1982,1
1983,0
1984,1
1985,1
1986,0
1987,1
1988,1
1989,0
1990,1
1991,1
1992,0
1993,1
1994,0
1995,0
1996,0
1997,0
1998,1
1999,1
2000,0
2001,1
2002,1
2003,1
2004,1
2005,1
2006,1
2007,0
2008,0
2009,1
2010,1
2011,1
2012,0
2013,1
2014,1
2015,0
2016,1
2017,1
2018,1
2019,1
2020,1
2021,0
2022,1
2023,1
2024,1
2025,1
2026,0
2027,1
2028,1
2029,1
2030,1
2031,1
2032,1
2033,1
2034,1
2035,1
2036,0
2037,0
2038,1
2039,1
2040,1
2041,0
2042,0
2043,0
2044,0
2045,1
2046,0
2047,1
2048,1
2049,1
2050,1
2051,0
2052,1
2053,1
2054,1
2055,1
2056,0
2057,1
2058,1
2059,0
2060,0
2061,0
2062,1
2063,1
2064,1
2065,0
2066,0
2067,1
2068,1
2069,0
2070,0
2071,1
2072,0
2073,1
2074,1
2075,1
2076,1
2077,1
2078,1
2079,1
2080,0
2081,1
2082,1
2083,0
2084,0
2085,1
2086,1
2087,1
2088,0
2089,1
2090,0
2091,0
2092,1
2093,0
2094,1
2095,1
2096,0
2097,1
2098,1
2099,1
2100,1
2101,1
2102,0
2103,0
2104,1
2105,1
2106,0
2107,1
2108,0
2109,1
2110,1
2111,1
2112,1
2113,1
2114,1
2115,1
2116,0
2117,1
2118,0
2119,0
2120,0
2121,1
2122,1
2123,1
2124,1
2125,1
2126,1
2127,1
2128,0
2129,0
2130,0
2131,1
2132,1
2133,1
2134,1
2135,1
2136,1
2137,0
2138,1
2139,1
2140,1
2141,1
2142,1
2143,1
2144,0
2145,0
2146,0
2147,1
2148,0
2149,0
2150,1
2151,1
2152,1
2153,1
2154,1
2155,1
2156,1
2157,1
2158,1
2159,0
2160,0
2161,1
2162,1
2163,1
2164,1
2165,1
2166,1
2167,1
2168,1
2169,1
2170,0
2171,1
2172,0
2173,1
2174,0
2175,1
2176,1
2177,1
2178,0
2179,0
2180,1
2181,1
2182,1
2183,1
2184,0
2185,1
2186,0
2187,0
2188,1
2189,1
2190,1
2191,0
2192,0
2193,0
2194,1
2195,1
2196,0
2197,0
2198,1
2199,1
2200,1
2201,0
2202,1
2203,0
2204,0
2205,1
2206,1
2207,0
2208,1
2209,1
2210,1
2211,1
2212,0
2213,1
2214,0
2215,1
2216,0
2217,1
2218,1
2219,0
2220,1
2221,0
2222,1
2223,1
2224,0
2225,0
2226,1
2227,1
2228,1
2229,1
2230,0
2231,1
2232,0
2233,0
2234,1
2235,1
2236,1
2237,0
2238,0
2239,1
2240,0
2241,1
2242,1
2243,0
2244,1
2245,1
2246,1
2247,1
2248,1
2249,0
2250,0
2251,1
2252,1
2253,0
2254,1
2255,1
2256,0
2257,1
2258,1
2259,1
2260,1
2261,1
2262,1
2263,0
2264,0
2265,1
2266,1
2267,0
2268,0
2269,1
2270,1
2271,1
2272,0
2273,1
2274,1
2275,0
2276,0
2277,0
2278,0
2279,0
2280,1
2281,0
2282,1
2283,1
2284,1
2285,1
2286,1
2287,1
2288,1
2289,0
2290,1
2291,1
2292,1
2293,0
2294,0
2295,0
2296,0
2297,1
2298,1
2299,1
2300,0
2301,1
2302,1
2303,1
2304,0
2305,0
2306,1
2307,0
2308,1
2309,1
2310,1
2311,1
2312,1
2313,1
2314,0
2315,1
2316,1
2317,1
2318,1
2319,1
2320,0
2321,1
2322,1
2323,1
2324,1
2325,1
2326,0
2327,1
2328,1
2329,1
2330,1
2331,0
2332,1
2333,1
2334,0
2335,1
2336,1
2337,0
2338,1
2339,1
2340,0
2341,1
2342,0
2343,1
2344,0
2345,1
2346,0
2347,1
2348,0
2349,1
2350,0
2351,1
2352,1
2353,1
2354,0
2355,0
2356,0
2357,0
2358,1
2359,1
2360,1
2361,0
2362,0
2363,1
2364,1
2365,1
2366,1
2367,1
2368,0
2369,1
2370,1
2371,0
2372,0
2373,1
2374,0
2375,0
2376,1
2377,1
2378,1
2379,1
2380,0
2381,0
2382,1
2383,0
2384,1
2385,1
2386,0
2387,1
2388,0
2389,1
2390,0
2391,1
2392,1
2393,1
2394,1
2395,0
2396,1
2397,1
2398,1
2399,1
2400,0
2401,1
2402,1
2403,1
2404,1
2405,0
2406,1
2407,1
2408,1
2409,1
2410,1
2411,1
2412,0
2413,0
2414,0
2415,0
2416,1
2417,1
2418,1
2419,1
2420,0
2421,1
2422,1
2423,0
2424,1
2425,0
2426,1
2427,0
2428,0
2429,1
2430,0
2431,0
2432,0
2433,1
2434,1
2435,1
2436,0
2437,1
2438,0
2439,0
2440,1
2441,1
2442,1
2443,1
2444,0
2445,1
2446,1
2447,0
2448,1
2449,1
2450,1
2451,0
2452,0
2453,0
2454,0
2455,1
2456,0
2457,1
2458,1
2459,1
2460,1
2461,1
2462,1
2463,1
2464,1
2465,0
2466,0
2467,0
2468,1
2469,0
2470,1
2471,0
2472,1
2473,0
2474,1
2475,1
2476,0
2477,0
2478,0
2479,1
2480,0
2481,1
2482,0
2483,0
2484,0
2485,1
2486,1
2487,1
2488,1
2489,1
2490,0
2491,1
2492,1
2493,0
2494,1
2495,1
2496,1
2497,1
2498,1
2499,1
2500,1
2501,0
2502,1
2503,1
2504,0
2505,1
2506,1
2507,1
2508,1
2509,0
2510,1
2511,1
2512,1
2513,0
2514,1
2515,0
2516,0
2517,0
2518,0
2519,1
2520,0
2521,0
2522,1
2523,1
2524,1
2525,1
2526,1
2527,1
2528,0
2529,0
2530,1
2531,1
2532,1
2533,1
2534,1
2535,1
2536,1
2537,1
2538,1
2539,1
2540,1
2541,1
2542,0
2543,0
2544,0
2545,0
2546,0
2547,1
2548,1
2549,1
2550,1
2551,1
2552,0
2553,0
2554,1
2555,1
2556,1
2557,1
2558,1
2559,1
2560,1
2561,0
2562,1
2563,1
2564,1
2565,1
2566,1
2567,1
2568,0
2569,0
2570,1
2571,1
2572,1
2573,1
2574,1
2575,0
2576,1
2577,0
2578,1
2579,1
2580,1
2581,1
2582,1
2583,1
2584,1
2585,0
2586,0
2587,1
2588,1
2589,0
2590,1
2591,1
2592,0
2593,1
2594,1
2595,1
2596,0
2597,1
2598,1
2599,1
2600,0
2601,1
2602,1
2603,0
2604,0
2605,0
2606,0
2607,1
2608,1
2609,1
2610,0
2611,1
2612,0
2613,0
2614,1
2615,1
2616,0
2617,0
2618,1
2619,1
2620,0
2621,1
2622,0
2623,0
2624,1
2625,1
2626,1
2627,0
2628,1
2629,0
2630,0
2631,1
2632,0
2633,1
2634,1
2635,0
2636,1
2637,0
2638,0
2639,0
2640,0
2641,1
2642,0
2643,0
2644,1
2645,1
2646,0
2647,0
2648,1
2649,1
2650,1
2651,0
2652,1
2653,0
2654,1
2655,1
2656,1
2657,1
2658,1
2659,1
2660,0
2661,1
2662,1
2663,1
2664,0
2665,1
2666,0
2667,1
2668,1
2669,1
2670,1
2671,1
2672,1
2673,1
2674,1
2675,0
2676,0
2677,1
2678,1
2679,1
2680,1
2681,1
2682,0
2683,0
2684,1
2685,1
2686,0
2687,1
2688,0
2689,1
2690,0
2691,0
2692,1
2693,0
2694,0
2695,1
2696,1
2697,0
2698,0
2699,1
2700,0
2701,1
2702,0
2703,0
2704,0
2705,1
2706,1
2707,0
2708,1
2709,0
2710,1
2711,0
2712,1
2713,1
2714,1
2715,1
2716,1
2717,1
2718,0
2719,1
2720,0
2721,1
2722,0
2723,1
2724,1
2725,1
2726,1
2727,1
2728,1
2729,0
2730,1
2731,1
2732,1
2733,1
2734,1
2735,0
2736,1
2737,1
2738,0
2739,1
2740,1
2741,1
2742,1
2743,1
2744,1
2745,0
2746,0
2747,1
2748,1
2749,1
2750,1
2751,1
2752,1
2753,1
2754,0
2755,1
2756,0
2757,1
2758,0
2759,1
2760,1
2761,1
2762,1
2763,0
2764,0
2765,0
2766,1
2767,0
2768,1
2769,1
2770,0
2771,0
2772,1
2773,0
2774,1
2775,1
2776,0
2777,0
2778,0
2779,0
2780,1
2781,1
2782,0
2783,1
2784,0
2785,0
2786,0
2787,0
2788,1
2789,0
2790,1
2791,1
2792,0
2793,0
2794,1
2795,1
2796,1
2797,0
2798,1
2799,0
2800,1
2801,1
2802,1
2803,1
2804,0
2805,1
2806,1
2807,1
2808,0
2809,1
2810,1
2811,0
2812,0
2813,1
2814,1
2815,0
2816,0
2817,0
2818,1
2819,0
2820,1
2821,1
2822,1
2823,1
2824,1
2825,1
2826,1
2827,1
2828,1
2829,0
2830,1
2831,1
2832,1
2833,1
2834,0
2835,1
2836,0
2837,0
2838,1
2839,0
2840,1
2841,1
2842,0
2843,0
2844,1
2845,0
2846,1
2847,1
2848,0
2849,1
2850,0
2851,1
2852,1
2853,1
2854,1
2855,0
2856,0
2857,0
2858,1
2859,0
2860,0
2861,1
2862,0
2863,1
2864,0
2865,0
2866,1
2867,0
2868,0
2869,1
2870,0
2871,0
2872,0
2873,1
2874,1
2875,1
2876,0
2877,1
2878,1
2879,0
2880,1
2881,1
2882,1
2883,1
2884,0
2885,1
2886,1
2887,1
2888,0
2889,1
2890,1
2891,1
2892,1
2893,1
2894,1
2895,1
2896,0
2897,1
2898,1
2899,1
2900,0
2901,1
2902,0
2903,0
2904,0
2905,1
2906,0
2907,1
2908,0
2909,1
2910,0
2911,0
2912,0
2913,0
2914,1
2915,1
2916,1
2917,0
2918,1
2919,1
2920,1
2921,0
2922,1
2923,0
2924,1
2925,1
2926,1
2927,0
2928,1
2929,1
2930,1
2931,1
2932,1
2933,0
2934,1
2935,0
2936,0
2937,1
2938,0
2939,0
2940,0
2941,1
2942,1
2943,1
2944,1
2945,0
2946,1
2947,1
2948,1
2949,1
2950,0
2951,1
2952,1
2953,0
2954,1
2955,1
2956,1
2957,0
2958,1
2959,1
2960,1
2961,0
2962,1
2963,0
2964,1
2965,0
2966,0
2967,1
2968,1
2969,1
2970,1
2971,0
2972,1
2973,1
2974,0
2975,0
2976,1
2977,0
2978,0
2979,1
2980,1
2981,1
2982,1
2983,1
2984,1
2985,1
2986,1
2987,0
2988,1
2989,1
2990,0
2991,1
2992,1
2993,1
2994,0
2995,1
2996,1
2997,1
